negative regulation of dense core granule biogenesis	PROCESS
belleter	0
prognostics	0
synodical	0
terminal loop	GENE
ophresiophobia	0
adaptor	0
valences	0
drupiferous	0
Arimathaean	0
obsolete chymotrypsin activity	PROCESS
chlorophyllide-b:phytyl-diphosphate phytyltransferase activity	PROCESS
shrimp allergy	DISEASE
hercynylcysteine sulfoxide lyase activity (ergothioneine-forming)	PROCESS
extrinsic component of postsynaptic density membrane	GENE
ventral disc crossbridge	GENE
mesenchymal lymphangioblast	CHEM
mitochondrion-derived vesicle	GENE
sovietize	0
callus formation	PROCESS
Carlinville	0
Non-cymric	0
miscrop	0
dorsal fin musculature	CHEM
thyroid angiosarcoma	DISEASE
sutteeism	0
stamina	0
homogentisate prenyltransferase activity	PROCESS
carbohydrate metabolic process	PROCESS
ON-bipolar cell	CHEM
leukemia	DISEASE
Teplica	0
precept	0
obsolete proteasome regulatory particle (sensu Bacteria)	GENE
cyanidin 3-O-glucoside 5-O glucosyltransferase (vanilloyl-glucose dependent) activity	PROCESS
Matlock	0
colloidochemical	0
neuregulin receptor activity	PROCESS
guardage	0
apronlike	0
creatinine catabolic process to formate	PROCESS
thimbleberries	0
nubble	0
obsolete signaling (initiator) caspase activity	PROCESS
centromeric DNA binding	PROCESS
lysidine	DISEASE
Druse	0
D-allose metabolic process	PROCESS
slow muscle cell somite 30	CHEM
hubmaker	0
cellulose biosynthetic process	PROCESS
transverse filament	GENE
ubiquitin ligase complex	GENE
baldacchino	0
T-tubule	GENE
N2_N2_7_trimethylguanosine	DISEASE
Sarles	0
lGx	CHEM
Indian plum allergy	DISEASE
respirit	0
cysteine-type endopeptidase activity involved in apoptotic signaling pathway	PROCESS
twice-excelled	0
intrinsic component of plastid inner membrane	GENE
Cupertino	0
scopolin beta-glucosidase activity	PROCESS
lymphomata	0
febrile convulsion	DISEASE
vaunter	0
toe-dancing	0
[Ni-Fe] hydrogenase complex	GENE
cassette_array_member	DISEASE
experimental_feature	DISEASE
assimilable	0
thistleproof	0
drosophilae	0
preabundantly	0
aerobactin transport	PROCESS
regulation of type B pancreatic cell proliferation	PROCESS
pharyngobranchial 3 bone	CHEM
anisocytosis	0
towboat	0
seizure	DISEASE
lothsome	0
scolecophagous	0
cytoplasmic periphery of the nuclear pore complex	GENE
leaf development	PROCESS
cranial cartilage	DISEASE
canonical Wnt signaling pathway involved in negative regulation of apoptotic process	PROCESS
erbia	0
Diphyes	0
semiradial	0
wen-li	0
lightproof	0
modulation of complement activation, alternative pathway in other organism	PROCESS
open-ended	0
miliarium	0
Hilel	0
permeance	0
ongoing	0
posterior cerebral artery infarction	DISEASE
obsolete caspase-9 activity	PROCESS
striated muscle cell apoptotic process	PROCESS
methylthiopentylmalate dehydrogenase activity	PROCESS
vulvar squamous tumor	DISEASE
CUE1-UBC7 ubiquitin-conjugating enzyme complex	GENE
arcosoliulia	0
obsolete MLL5-L complex	GENE
sequence_alteration	DISEASE
Ahmed	0
dodginess	0
Tracaulon	0
Cephus	0
nucleobase-containing compound biosynthetic process	PROCESS
perisoma	0
biennales	0
inner optic circle	CHEM
vasectomising	0
Lagothrix	0
purpuroid	0
unswatheable	0
hypomyelinating leukodystrophy	DISEASE
alpha-sialidase activity	PROCESS
electrohorticulture	0
autosomal recessive congenital ichthyosis 11	DISEASE
internecive	0
syndromes	0
Auriculariaceae	0
arrow	0
vagal neural crest	CHEM
multi fate stem cell	CHEM
Chaetothyriomycetidae	DISEASE
lunatellus	0
TIR domain binding	PROCESS
plasma lipoprotein particle remodeling	PROCESS
envenomation resulting in negative regulation of acid-sensing ion channel activity in other organism	PROCESS
pore formation in membrane of host by symbiont	PROCESS
regulation of glycoprotein biosynthetic process	PROCESS
somerseting	0
alpenstock	0
wagonable	0
glycolipid binding	PROCESS
ATP-dependent microtubule motor activity, plus-end-directed	PROCESS
endosome	GENE
Helsinki	0
glutamate-cysteine ligase complex	GENE
regulation of definitive erythrocyte differentiation	PROCESS
secretory meningioma	DISEASE
subendocardial myocardial infarction	DISEASE
fatsos	0
raffinose catabolic process	PROCESS
modulation by host of viral RNA genome replication	PROCESS
prickier	0
celebrities	0
tollery	0
Amblyomma americanum	DISEASE
immune system	CHEM
Tiberine	0
proteasome core complex import into nucleus	PROCESS
cutis	0
spermine transmembrane transporter activity	PROCESS
Littcarr	0
nonambitious	0
calcification	0
pollen tube tip	GENE
brahma complex	GENE
hyperorthodox	0
voltage-gated proton channel activity	PROCESS
cellular alkene metabolic process	PROCESS
pre-primosome complex	GENE
internal carotid artery	CHEM
smooth endoplasmic reticulum lumen	GENE
CATIS	0
flashness	0
supersanguine	0
type Is terminal bouton	GENE
Tempe	0
linable	0
CoLA	CHEM
hexameric IgM immunoglobulin complex	GENE
CGRP receptor complex	GENE
haloacetate dehalogenase activity	PROCESS
ZFA_0000021	CHEM
L-ascorbic acid binding	PROCESS
metastatic prostatic adenocarcinoma	DISEASE
whole membrane	GENE
D-leucyl-tRNA(Leu) deacylase activity	PROCESS
spinal cord neural keel	CHEM
inverted follicular keratosis	DISEASE
mainour	0
pollinical	0
pellagric	0
Henipavirus infectious disease	DISEASE
amyloplast organization	PROCESS
acetylbiuret	0
fibroblast growth factor receptor binding	PROCESS
subjugates	0
solanidine glucosyltransferase activity	PROCESS
Timaliidae	0
hepatopancreatic ampulla	DISEASE
scramasaxe	0
common myeloid progenitor	CHEM
spanning component of plasma membrane	GENE
establishment of cell polarity regulating cell shape	PROCESS
cobalt-precorrin-3 C17-methyltransferase activity	PROCESS
winter-starved	0
Sydneyite	0
establishment of protein localization to mitochondrion	PROCESS
positive regulation of G2/M transition of mitotic cell cycle	PROCESS
Pennell	0
regulation of viral genome replication	PROCESS
cylindrite	0
fixups	0
arylformamidase activity	PROCESS
serine 3-dehydrogenase activity	PROCESS
island-dotted	0
Sissie	0
salt transmembrane transporter activity	PROCESS
Tangerine	0
Juvenile:Days 45-89	CHEM
ZFA_0000218	CHEM
extrinsic component of postsynaptic early endosome membrane	GENE
attachable	0
inheritrice	0
stasimon	0
milko	0
hydrocephalus	DISEASE
glycosome lumen	GENE
BMP receptor binding	PROCESS
tetrahydrofolylpolyglutamate synthase activity	PROCESS
zelkovas	0
Pharaonical	0
stress response to cadmium ion	PROCESS
PR-DUB complex	GENE
Donell	0
Spalding	0
wellchosen	0
protein denucleotidylation	PROCESS
infamy	0
ventral larval melanophore stripe	CHEM
guardfish	0
obsolete horsetail nucleus leading edge	GENE
mesenchymoma	DISEASE
gene_array_member	DISEASE
four-a-cat	0
digestive system process	PROCESS
enterocolostomy	0
A-1	0
recurrent pituitary tumor	DISEASE
cytoplasmic transport, nurse cell to oocyte	PROCESS
response to red light	PROCESS
steroid biosynthetic process	PROCESS
decarbonylated	0
Duveneck	0
protein localization to actin cytoskeleton	PROCESS
hyperbolized	0
primary cell septum	GENE
pulldoo	0
miscible	0
Binhdinh	0
alpha-L-fucosidase activity	PROCESS
sniffing	0
mannitol catabolic process	PROCESS
ladanein 6-O-methyltransferase activity	PROCESS
hexitol dehydrogenase activity	PROCESS
Faisal	0
psychostatic	0
dense core granule	GENE
CoA-transferase activity	PROCESS
Human herpesvirus 6	DISEASE
gateway's	0
modified_uridine	DISEASE
Prussianize	0
Selah	0
Roopville	0
jawfeet	0
scalarane-17alpha-19-diol synthase activity	PROCESS
low_complexity_region	DISEASE
chinkerinchee	0
cheewink	0
alveolar lamellar body	GENE
4'-(2-hydroxyisopropyl)phenylurea amidohydrolase activity	PROCESS
hindbrain interneuron	CHEM
lens fiber cell	CHEM
split septin rings	GENE
dicarboxylic acid metabolic process	PROCESS
thumbikin	0
clitoris cancer	DISEASE
wasp-barbed	0
2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase activity	PROCESS
funnels	0
histone kinase activity (H2A-S1 specific)	PROCESS
auxin biosynthetic process	PROCESS
protein_coding	DISEASE
afferent neuron	CHEM
hormone transport	PROCESS
anticapitalistically	0
snub-	0
transient paralysis of limb	DISEASE
anaplastic childhood astrocytoma	DISEASE
magnificoes	0
Rickettsia sibirica	DISEASE
vandalroot	0
mulk	0
Chromatium	0
caudal fin principal ray 16	CHEM
frogland	0
barit	0
submakroskelic	0
proteasomal protein catabolic process	PROCESS
hepatisation	0
sachemic	0
canonical Wnt signaling pathway involved in positive regulation of wound healing	PROCESS
calcium-dependent protein kinase C activity	PROCESS
alpha1-adrenergic receptor activity	PROCESS
metapterygoid-symplectic fenestra	CHEM
autosomal dominant dyskeratosis congenita 4	DISEASE
bacterial-type flagellum basal body	GENE
dihydropterin deaminase activity	PROCESS
lens capsule	CHEM
orchitis	DISEASE
spor	0
engineries	0
ventral proneural cluster	CHEM
curmudgeons	0
posterior polymorphous corneal dystrophy	DISEASE
unconscionableness	0
mesochilium	0
flour	0
cellular response to platelet-derived growth factor stimulus	PROCESS
folliculitis	DISEASE
Parcheesi	0
upsending	0
Panamic	0
haven't	0
trewsmen	0
catecholamine binding	PROCESS
Creston	0
intraduodenal	0
sulfide oxidation	PROCESS
inner layer of spore wall	GENE
U12-type prespliceosome	GENE
urgencies	0
positive regulation of cardiac muscle adaptation	PROCESS
pulsatively	0
corticosterone secretion	PROCESS
dasyurid	0
Anni	0
coordination symptom	DISEASE
medulloblastoma	DISEASE
MiD2i	CHEM
bacterial-type RNA polymerase regulatory region sequence-specific DNA binding	PROCESS
primary hyperaldosteronism	DISEASE
epaxial region somite 5	CHEM
chondroitin ABC lyase activity	PROCESS
methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	PROCESS
junctional sarcoplasmic reticulum membrane	GENE
precatalytic spliceosome	GENE
oocyte	CHEM
negative regulation of cellular macromolecule biosynthetic process	PROCESS
moistness	0
factors	0
cytochrome P450 dependent beta-amyrin 12,13beta-epoxidase activity	PROCESS
Retroviridae	DISEASE
ITM2B-related cerebral amyloid angiopathy 1	DISEASE
proton-transporting ATP synthase, stator stalk	GENE
upholsterydom	0
precipitatenesses	0
Morphological abnormality of the gastrointestinal tract	DISEASE
GABA-A receptor activity	PROCESS
glutamatergic synapse	GENE
tipping	0
lysosome	GENE
jellica	0
selenite:proton symporter activity	PROCESS
catalytic activity	PROCESS
assegaing	0
inorganic cation transmembrane transport	PROCESS
subfoliate	0
autophagosome	GENE
spermatogenic failure 21	DISEASE
virogenic stroma	GENE
hypural arches	CHEM
bacterial-type flagellum basal body, distal rod	GENE
summoned	0
slumpproof	0
maths	0
schoolrooms	0
macula communis	CHEM
synovial joint	CHEM
Depere	0
fury-haunted	0
fractionize	0
counterdemand	0
DNAzyme	DISEASE
triple-ribbed	0
obfuscates	0
preventive	0
afferent filamental artery	CHEM
DEAR	0
mixture	DISEASE
primary alcohol metabolic process	PROCESS
multifocal osteogenic sarcoma	DISEASE
superstrenuous	0
muscle benign neoplasm	DISEASE
transmembrane receptor protein tyrosine kinase activity	PROCESS
tricuspid valve disease	DISEASE
curvi-	0
guanyl nucleotide exchange factor inhibitor activity	PROCESS
Stapleton	0
porting	0
sinuatoundulate	0
tela chorioidea	CHEM
junking	0
theodicy	0
phosphonoacetate metabolic process	PROCESS
sannaite	0
throughway	0
teatlike	0
seafoods	0
sughed	0
myelinated	0
arterial blood vessel	DISEASE
wholism	0
minciers	0
beauts	0
regulation of primitive erythrocyte differentiation	PROCESS
tabooism	0
craniocervical muscle	DISEASE
colotomy	0
obsolete PSII associated light-harvesting complex II, core complex, LHCIId subcomplex	GENE
vermiform appendix	DISEASE
subcompletely	0
Hermansky-Pudlak syndrome 2	DISEASE
capillary hemangioma	DISEASE
Lymantria	0
classical-complement-pathway C3/C5 convertase complex	GENE
semimineralized	0
sinapoyl spermidine:sinapoyl CoA N-acyltransferase activity	PROCESS
peptidyl-L-glutamic acid 5-methyl ester biosynthetic process from peptidyl-glutamic acid or peptidyl-glutamine	PROCESS
specification of axis polarity	PROCESS
plant-type cell wall cellulose metabolic process	PROCESS
regulation of secondary metabolic process	PROCESS
lippering	0
proneural cluster	CHEM
irrigational	0
kitmudgar	0
personalness	0
positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled	PROCESS
denationalizing	0
modified_RNA_base_feature	DISEASE
interleukin-18 receptor complex	GENE
impeccableness	0
aspartoacylase activity	PROCESS
handseling	0
Camel	0
regulation of polysaccharide metabolic process	PROCESS
response to fluid shear stress	PROCESS
heart valve development	PROCESS
tracheloclavicular	0
submetaphorically	0
central nervous system disease	DISEASE
blockheaded	0
unwilling	0
brinded	0
amide binding	PROCESS
mitochondrial RNA surveillance	PROCESS
terephthalate 1,2-dioxygenase activity	PROCESS
Moss	0
unpremonstrated	0
unawareness	0
Phanerozoic	0
well-imitated	0
unaustere	0
indole phytoalexin metabolic process	PROCESS
woan	0
legislate	0
aspergillums	0
Crespi	0
Farfugium	0
Marek	0
regulation of defense response	PROCESS
lysosomal glycocalyx	GENE
immune system symptom	DISEASE
basibranchial	CHEM
extrinsic component of external side of cell outer membrane	GENE
Ddb1-Wdr21 complex	GENE
actomyosin	GENE
external side of plasma membrane	GENE
alphav-beta1 integrin-osteopontin complex	GENE
integral component of plastid inner membrane	GENE
peptidyl-methionine racemization	PROCESS
2-butyl-4-hydroxy-5-methyl-3(2H)-furanoneoxidoreductase activity	PROCESS
euphuizing	0
duftery	0
histidine phosphotransfer kinase activity	PROCESS
purple-clad	0
thrice-venerable	0
doleritic	0
fluellen	0
evinces	0
underqueen	0
hotch	0
energy taxis	PROCESS
acylglycerol O-acyltransferase activity	PROCESS
seven_aminomethyl_seven_deazaguanosine	DISEASE
ribosomal small subunit assembly	PROCESS
irredential	0
tedious	0
flaviolin monooxygenase activity	PROCESS
benzothiazole monooxygenase activity	PROCESS
cavaliered	0
premigratory trunk neural crest cell	CHEM
RNA guanylyltransferase activity	PROCESS
orchidectomy	0
nonspeculative	0
unseismic	0
obsolete MAP kinase kinase kinase activity involved in osmosensory signaling pathway	PROCESS
tartronate semialdehyde reductase activity	PROCESS
laborousness	0
realters	0
Wandsworth	0
slow muscle cell somite 14	CHEM
cyclic nucleotide-gated ion channel activity	PROCESS
internal side of mycolate outer membrane	GENE
Amoebozoa	DISEASE
regulation of cell population proliferation	PROCESS
ARIS	0
condo	0
IgG immunoglobulin complex	GENE
mythoclastic	0
hercynylselenocysteine lyase activity (selenoneine-forming)	PROCESS
twelve-line	0
filiform apparatus	GENE
cell-cell signaling involved in quorum sensing	PROCESS
butanol dehydrogenase activity	PROCESS
circular	0
orthoclase	0
viral membrane	GENE
regulation of erythrocyte differentiation	PROCESS
N6_methyladenosine	DISEASE
chalcopyrite	0
Palmcoast	0
triacontaeterid	0
Zika fever	DISEASE
scragglier	0
nonaristocratically	0
slow muscle cell somite 6	CHEM
introjection	0
positive regulation of maintenance of meiotic sister chromatid cohesion, arms	PROCESS
muscle pioneer somite 7	CHEM
esthesis	0
burning mouth syndrome	DISEASE
ciliary marginal zone	CHEM
dully	0
Phocaean	0
gurgoyl	0
anaspalin	0
ct_gene	DISEASE
androstenedione secretion	PROCESS
peptidyl-leucine racemization	PROCESS
benign recurrent intrahepatic cholestasis	DISEASE
regulation of estrone secretion	PROCESS
Crotaphytus	0
verbenaceous	0
endorsing	0
pensive	0
regulation of response to external stimulus	PROCESS
caudal zone of dorsal telencephalon	CHEM
actin cytoskeleton-regulatory complex	GENE
CDS_independently_known	DISEASE
asthenies	0
Primate lentivirus group	DISEASE
ventricular zone	CHEM
cinnamate	0
cormogen	0
vascular associated smooth muscle cell	CHEM
evenings	0
straight-ribbed	0
acetyltransferase activator activity	PROCESS
bacterial-type flagellum filament	GENE
cioppinos	0
5'-3' exodeoxyribonuclease activity	PROCESS
1-alkyl-2-acetylglycerophosphocholine esterase complex	GENE
gaincome	0
blockline	0
apical ectoplasmic specialization	GENE
coati-mundi	0
obsolete dihydrolipoamide S-succinyltransferase complex	GENE
angularia	0
poikiloderma with neutropenia	DISEASE
syndromic X-linked intellectual disability 5	DISEASE
Amaty	0
plant-type cell wall biogenesis	PROCESS
samfoo	0
dental mesenchyme	CHEM
obsolete redox-active disulfide bond electron carrier	PROCESS
slime-coated	0
cogitabundly	0
osela	0
barothermograph	0
ventral mandibular arch	CHEM
dendritic shaft	GENE
midbrain hindbrain boundary neural keel	CHEM
unappropriated	0
Atg1/ULK1 kinase complex	GENE
VDM	0
nouveaux	0
autopalatine-lateral ethmoid joint	CHEM
destalinization	0
aid-de-camp	0
vasculature	DISEASE
Sarcocystidea	0
wowening	0
unsusceptive	0
proton-transporting two-sector ATPase complex, catalytic domain	GENE
tellee	0
unmomentously	0
hexose mediated signaling	PROCESS
CD20-Lck-Lyn-Fyn complex	GENE
phagophore assembly site	GENE
blunge	0
oligosaccharyltransferase I complex	GENE
Turbo	0
gold-basket	0
ATP citrate synthase activity	PROCESS
unscaly	0
counternatural	0
delta-cuprenene synthase activity	PROCESS
endothelin maturation	PROCESS
mukti	0
lose-out	0
macrophage colony-stimulating factor receptor binding	PROCESS
moldavite	0
possibly	0
aryl-aldehyde dehydrogenase (NAD) activity	PROCESS
neurofilament	GENE
survivalist	0
ketogluconate catabolic process	PROCESS
glass-cutting	0
Marlon	0
overpriced	0
nBAF complex	GENE
obsolete inositol pyrophosphate synthase activity	PROCESS
algodonite	0
muscle pioneer somite 21	CHEM
microphthalmia with limb anomalies	DISEASE
integral component of chloroplast inner membrane	GENE
pleasant-mannered	0
ZFA_0001090	CHEM
remenace	0
fascia adherens	GENE
cytokinin catabolic process	PROCESS
Heaviside	0
mandibular neural crest	CHEM
immature cataract	DISEASE
wishful thinking binding	PROCESS
positive regulation of anterior head development	PROCESS
downfallen	0
sacraments	0
ecoclimate	0
negative regulation of maintenance of mitotic sister chromatid cohesion, arms	PROCESS
Woolson	0
Vinna	0
fanwise	0
should	0
methionine adenosyltransferase activity	PROCESS
Lochloosa	0
pseudosymptomatic	0
DNA-binding transcription factor activity, RNA polymerase II-specific	PROCESS
sit-down	0
SCF-Dia2/Pof3 ubiquitin ligase complex	GENE
alopecoid	0
ovarian embryonal carcinoma	DISEASE
Athena	0
protein kinase A binding	PROCESS
carboxyl-O-methyltransferase activity	PROCESS
self-respectfulness	0
AC-DC	0
tongue	DISEASE
absoil	0
splather	0
posterior lateral line ganglion development	PROCESS
enactments	0
meta-	0
subgeniculation	0
2-oxo-5-methylthiopentanoate aminotransferase activity	PROCESS
deep lateral dorsal muscle	CHEM
Shree	0
hepatic portal vein	CHEM
cranking	0
glutathione hydrolase complex	GENE
Mre11 complex	GENE
Chaetetes	0
semiocclusive	0
specialistic	0
cellular macromolecule biosynthetic process	PROCESS
clay-lined	0
low-affinity nitrate transmembrane transporter activity	PROCESS
thebane O-demethylase activity	PROCESS
aphis-lion	0
Eshman	0
unresistable	0
biliary tract cancer	DISEASE
protein-containing complex assembly	PROCESS
involucel	0
malignant esophageal neoplasm by topographic region	DISEASE
downturned	0
nuclear outer membrane-endoplasmic reticulum membrane network	GENE
treddling	0
phosphatase activator activity	PROCESS
NuA3 histone acetyltransferase complex	GENE
right anterior flagellum	GENE
hodful	0
mammary duct	DISEASE
schoolmen	0
oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor	PROCESS
Niles	0
macrolinguistically	0
swan-proud	0
Gederite	0
dorsolateral zone olfactory bulb	CHEM
benign essential hypertension	DISEASE
undeterrably	0
intransmutable	0
lactate fermentation to propionate and acetate	PROCESS
Emery	0
inner limiting membrane	CHEM
doorkeep	0
chaumiere	0
extraocular retinoblastoma	DISEASE
caudal fin vasculature	CHEM
Yojuane	0
chorologist	0
DPE1_motif	DISEASE
glandular epithelial cell	DISEASE
HCR	0
glucosylglycerate hydrolase activity	PROCESS
well-assembled	0
nonferocious	0
endospore cortex	GENE
pronates	0
appellational	0
synaptic membrane	GENE
conquistador	0
monophyllous	0
Haemaphysalis	DISEASE
retingeing	0
obsolete COPII vesicle	GENE
regulation of small molecule metabolic process	PROCESS
RoI2C	CHEM
modulation of vasoactive intestinal polypeptide receptor activity in other organism	PROCESS
positive regulation of starch catabolic process	PROCESS
jointers	0
hard-laid	0
synaptic cleft	GENE
intertrinitarian	0
herniorrhaphy	0
amphimictically	0
gene_silenced_by_histone_methylation	DISEASE
sonicate_fragment	DISEASE
uppercutted	0
Schweinfurt	0
equaller	0
hereditary nonpolyposis colorectal cancer type 4	DISEASE
epsilon DNA polymerase complex	GENE
clarkeites	0
thromboblast	CHEM
neuritis	DISEASE
opsonify	0
perception of static position	PROCESS
mating projection tip polarisome	GENE
ponderary	0
mucous gland	DISEASE
Chaiken	0
glutamate dehydrogenase (NADP+) activity	PROCESS
tinea favosa	DISEASE
Ruminantia	DISEASE
Sonya	0
exits	0
and	0
SMAD protein complex assembly	PROCESS
halocarbon	0
visitoress	0
muscle pioneer somite 19	CHEM
typecast	0
Renny	0
DNA polymerase processivity factor complex	GENE
teathe	0
unpiped	0
unordered	0
disguster	0
susceptibility to IgA nephropathy 3	DISEASE
adult brainstem astrocytoma	DISEASE
dedecorate	0
remuda	0
salivous	0
3-deoxy-manno-octulosonate-8-phosphatase activity	PROCESS
modification by symbiont of host intercellular junctions	PROCESS
clear-up	0
Reidville	0
supercoiled DNA binding	PROCESS
marishness	0
invalidities	0
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen	PROCESS
G-quadruplex DNA binding	PROCESS
extrahaustorial membrane	GENE
nuclear envelope lumen	GENE
colnelenate synthase activity	PROCESS
anaerobic fructose catabolic process	PROCESS
pioneer neuron	CHEM
basal communicating artery	CHEM
IAA-amino acid conjugate hydrolase activity	PROCESS
Amphisilidae	0
ssRNA viral genome	GENE
organellar chromatophore	GENE
angiokeratoma of mibelli	DISEASE
multiregister	0
sap-wood	0
rhoptry	GENE
regulatorship	0
wideners	0
assassinates	0
neuron differentiation	PROCESS
preternaturally	0
heart valve disease	DISEASE
detection of virus	PROCESS
waterleave	0
mineralocorticoid secretion	PROCESS
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	PROCESS
D-galacturonate catabolic process	PROCESS
Macomb	0
Elbl	0
viral transcription	PROCESS
steroid hormone secreting cell	CHEM
pensionless	0
Waco	0
expdt	0
lintols	0
LRR domain binding	PROCESS
primary interneuron	CHEM
obsolete lamina lucida	GENE
brainstem and spinal white matter	CHEM
lumenal side of lysosomal membrane	GENE
calcium- and calmodulin-dependent protein kinase complex	GENE
Cimarron	0
profuser	0
glutaminase complex	GENE
lymphatic branchial arch 4	CHEM
griseum tectale	CHEM
modulation of receptor activity in other organism	PROCESS
advertizing	0
sheep-sick	0
obsolete siroheme synthase activity	PROCESS
dedition	0
right atrial isomerism	DISEASE
protein methylthiotransferase activity	PROCESS
humectate	0
peptidase	0
germinoma	DISEASE
sesquiterpenoid biosynthetic process	PROCESS
negative regulation of smooth muscle cell apoptotic process	PROCESS
central nervous system melanocytic neoplasm	DISEASE
disburden	0
alpha-galactosidase activity	PROCESS
teeter-tottering	0
proline binding	PROCESS
troponin T binding	PROCESS
envenomation resulting in positive regulation of acid-sensing ion channel activity in other organism	PROCESS
preconcluding	0
Klapp	0
status	DISEASE
ultrahonorable	0
implore	0
basolateral recycling endosome	GENE
tchr	0
BCL-2 complex	GENE
handworkman	0
ribonuclease MRP activity	PROCESS
IgA immunoglobulin complex, circulating	GENE
Burlingame	0
membrane_peptide_loop	DISEASE
Grieg	0
redox taxis	PROCESS
pattern specification involved in pronephros development	PROCESS
mesencephalic nucleus of trigeminal nerve	CHEM
Metabel	0
lumenal side of trans-Golgi network transport vesicle membrane	GENE
askoye	0
urethra cancer	DISEASE
humoral immune response	PROCESS
2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate decarboxylase activity	PROCESS
Wilson-Turner syndrome	DISEASE
Iglau	0
TORC2 complex	GENE
syphilous	0
unmeet	0
margarin	0
unprecipitant	0
Bruch's membrane	CHEM
infratentorial cancer	DISEASE
Germanizing	0
tuck-in	0
carbonemia	0
Mekn	0
unwived	0
loss of weight	DISEASE
scurrility	0
before-going	0
granulocyte colony-stimulating factor binding	PROCESS
you	0
womp	0
chinch	0
familial temporal lobe epilepsy 8	DISEASE
aneuploid	DISEASE
glutaminase activity	PROCESS
carnitine transmembrane transporter activity	PROCESS
host cell synaptic vesicle	GENE
Rubi	0
TNFSF11 receptor activity	PROCESS
suppositively	0
sanguimotor	0
perennialize	0
nonrustic	0
midstead	0
Matsys	0
centralspindlin complex	GENE
inter-frontal joint	CHEM
neuronal dense core vesicle	GENE
intercarpal	0
bone resorption disease	DISEASE
ENET	0
titrimetrically	0
Emp.	0
eNoSc complex	GENE
mitotic spindle kinetochore microtubule	GENE
ecdyses	0
seerfish	0
subleasing	0
spermidine:caffeoyl CoA N-acyltransferase activity	PROCESS
transcendible	0
psychoacoustics	0
basophil differentiation	PROCESS
speaking-trumpet	0
eloping	0
valvulotome	0
mesenchyme condensations	CHEM
tanklike	0
5_prime_UTR_intron_variant	DISEASE
myosin VI head/neck binding	PROCESS
semidestruction	0
orchesography	0
calcium-release channel activity	PROCESS
RNA polymerase transcription factor SL1 complex	GENE
kindlesome	0
middle lateral line neuromast	CHEM
synapsis initiation complex	GENE
6C-naringenin dibenzoylmethane tautomer glucosyltransferase activity	PROCESS
intertransformability	0
ubiquitin-dependent protein catabolic process	PROCESS
modulation by symbiont of host synaptic transmission	PROCESS
pupilages	0
laminarite	0
longsomeness	0
iris cancer	DISEASE
seven-channeled	0
uvitinic	0
Sparse hair	DISEASE
mannokinase activity	PROCESS
carnivallike	0
epithelial cell of pancreas	CHEM
plasma membrane organization	PROCESS
unherbaceous	0
D-fructuronate reductase activity	PROCESS
L-cysteine catabolic process to pyruvate	PROCESS
Lykes	0
overbrowsing	0
protein serine/threonine/tyrosine kinase activity	PROCESS
pantothenate metabolic process	PROCESS
protein C inhibitor-coagulation factor Xa complex	GENE
dorsal aorta	CHEM
tussuck	0
poeticness	0
Jodl	0
interrogability	0
harboring	0
obsolete membrane alanyl aminopeptidase activity	PROCESS
maleruption	0
dorsal habenular nucleus	CHEM
tubulin-dependent ATPase activity	PROCESS
pronephric capsular space	CHEM
pillages	0
bechirp	0
Billy	0
forbidder	0
dorsal fin distal radial 5	CHEM
obnounce	0
tarry-breeks	0
cellular response to nitrogen starvation	PROCESS
amino acid:sodium symporter activity	PROCESS
regulation of transcription by RNA polymerase I	PROCESS
dentist	0
anthophile	0
skryer	0
heading's	0
octachordal	0
toydom	0
I(KACh) inward rectifier potassium channel complex	GENE
extrinsic component of presynaptic active zone membrane	GENE
blood microparticle	GENE
isopurpurin	0
supersublimated	0
geometriform	0
positive regulation of autophagy	PROCESS
wealthfully	0
granular corneal dystrophy type II	DISEASE
vizardmonger	0
APC-IQGAP1-CLIP-170 complex	GENE
Amersfoort	0
fast muscle cell somite 29	CHEM
Dasya	0
intitles	0
mesencephalons	0
skin glomangioma	DISEASE
anion:cation symporter activity	PROCESS
positive regulation of glucose transmembrane transport	PROCESS
crownment	0
jim-jam	0
tech.	0
complementalness	0
throwaways	0
principiation	0
postsynaptic intermediate filament cytoskeleton	GENE
underrepresented	0
beche-le-mar	0
oxidized base lesion DNA N-glycosylase activity	PROCESS
Santali	0
siderophore transmembrane transport	PROCESS
spongy-looking	0
Chaplin	0
transitional epithelial cell	CHEM
protein complex involved in cell adhesion	GENE
chlorite	0
subcycle	0
release from viral latency	PROCESS
necropoli	0
cyanformic	0
junketing	0
voicefulness	0
regulation of membrane disassembly	PROCESS
hypaxial myotome region	CHEM
lateral recess	CHEM
odontogenesis	PROCESS
misshaped	0
caudal fin principal ray 10	CHEM
Cuterebra	0
cavernous sinus meningioma	DISEASE
U12-type catalytic step 1 spliceosome	GENE
pirellulosome	GENE
weakliness	0
perturbate	0
